"FIPS.code","rural_urban_class","fromYear"
48027,3,2000
48027,3,1990
48027,3,2010
48029,1,2000
48187,1,2000
48029,1,1990
48187,1,1990
48029,1,2010
48031,6,2000
48031,6,1990
48031,6,2010
48035,6,2000
48035,6,1990
48035,6,2010
48037,4,2000
48037,4,1990
48037,4,2010
48041,4,2000
48041,4,1990
48041,4,2010
48049,5,2000
48133,5,2000
48083,5,2000
48049,5,1990
48083,5,1990
48133,5,1990
48049,5,2010
48051,4,2000
48051,4,1990
48051,4,2010
48299,6,2000
48299,6,1990
48053,6,2010
48055,2,2000
48055,2,1990
48055,2,2010
48057,5,2000
48057,5,1990
48057,5,2010
48061,3,2000
48061,3,1990
48061,3,2010
48063,6,2000
48063,6,1990
48063,6,2010
48065,3,2000
48065,3,1990
48065,3,2010
48067,6,2000
48343,6,2000
48067,6,1990
48343,6,1990
48067,6,2010
48071,2,2000
48071,2,1990
48071,2,2010
48075,6,2000
48075,6,1990
48075,6,2010
48077,4,2000
48077,4,1990
48077,4,2010
48079,6,2000
48079,6,1990
48079,6,2010
48307,6,2000
48307,6,1990
48083,6,2010
48085,1,2000
48181,1,2000
48085,1,1990
48181,1,1990
48085,1,2010
48087,6,2000
48087,6,1990
48087,6,2010
48091,2,2000
48091,2,1990
48091,2,2010
48095,6,2000
48095,6,1990
48095,6,2010
48099,3,2000
48099,3,1990
48099,3,2010
48101,6,2000
48345,6,2000
48101,6,1990
48345,6,1990
48101,6,2010
48103,6,2000
48103,6,1990
48103,6,2010
48107,3,2000
48107,3,1990
48107,3,2010
48109,6,2000
48109,6,1990
48109,6,2010
48111,6,2000
48111,6,1990
48111,6,2010
48113,1,2000
48121,1,2000
48439,1,2000
48139,1,2000
48257,1,2000
48113,1,1990
48121,1,1990
48139,1,1990
48257,1,1990
48439,1,1990
48113,1,2010
48115,5,2000
48115,5,1990
48115,5,2010
48117,5,2000
48069,5,2000
48069,5,1990
48117,5,1990
48117,5,2010
48119,6,2000
48119,6,1990
48119,6,2010
48097,2,2000
48097,2,1990
48121,2,2010
48123,6,2000
48123,6,1990
48123,6,2010
48125,6,2000
48125,6,1990
48125,6,2010
48127,6,2000
48127,6,1990
48127,6,2010
48129,6,2000
48129,6,1990
48129,6,2010
48059,6,2000
48093,6,2000
48059,6,1990
48093,6,1990
48133,6,2010
48135,4,2000
48135,4,1990
48135,4,2010
48137,6,2000
48137,6,1990
48137,6,2010
48141,3,2000
48141,3,1990
48141,3,2010
48143,5,2000
48143,5,1990
48143,5,2010
48149,6,2000
48149,6,1990
48149,6,2010
48151,6,2000
48263,6,2000
48151,6,1990
48263,6,1990
48151,6,2010
48153,6,2000
48153,6,1990
48153,6,2010
48155,6,2000
48155,6,1990
48155,6,2010
48157,2,2000
48015,2,2000
48039,2,2000
48015,2,1990
48039,2,1990
48157,2,1990
48157,2,2010
48159,6,2000
48159,6,1990
48159,6,2010
48161,6,2000
48289,6,2000
48161,6,1990
48289,6,1990
48161,6,2010
48163,6,2000
48163,6,1990
48163,6,2010
48165,6,2000
48165,6,1990
48165,6,2010
48167,2,2000
48167,2,1990
48167,2,2010
48305,6,2000
48169,6,2000
48169,6,1990
48305,6,1990
48169,6,2010
48171,5,2000
48171,5,1990
48171,5,2010
48175,4,2000
48175,4,1990
48175,4,2010
48177,6,2000
48177,6,1990
48177,6,2010
48179,5,2000
48179,5,1990
48179,5,2010
48183,4,2000
48183,4,1990
48183,4,2010
48185,6,2000
48185,6,1990
48185,6,2010
48189,5,2000
48189,5,1990
48189,5,2010
48191,6,2000
48191,6,1990
48191,6,2010
48193,6,2000
48193,6,1990
48193,6,2010
48195,6,2000
48195,6,1990
48195,6,2010
48197,6,2000
48197,6,1990
48197,6,2010
48201,1,2000
48339,1,2000
48473,1,2000
48201,1,1990
48339,1,1990
48473,1,1990
48201,1,2010
48203,5,2000
48203,5,1990
48203,5,2010
48205,6,2000
48205,6,1990
48205,6,2010
48207,6,2000
48207,6,1990
48207,6,2010
48209,2,2000
48209,2,1990
48209,2,2010
48211,6,2000
48211,6,1990
48211,6,2010
48215,3,2000
48489,3,2000
48215,3,1990
48489,3,1990
48215,3,2010
48217,6,2000
48217,6,1990
48217,6,2010
48219,5,2000
48219,5,1990
48219,5,2010
48221,2,2000
48425,2,2000
48363,2,2000
48221,2,1990
48363,2,1990
48425,2,1990
48221,2,2010
48223,5,2000
48223,5,1990
48223,5,2010
48225,6,2000
48225,6,1990
48225,6,2010
48227,5,2000
48227,5,1990
48227,5,2010
48229,3,2000
48229,3,1990
48229,3,2010
48231,2,2000
48231,2,1990
48231,2,2010
48233,5,2000
48233,5,1990
48233,5,2010
48235,4,2000
48235,4,1990
48235,4,2010
48237,6,2000
48237,6,1990
48237,6,2010
48239,6,2000
48239,6,1990
48239,6,2010
48241,6,2000
48241,6,1990
48241,6,2010
48243,6,2000
48243,6,1990
48243,6,2010
48245,3,2000
48245,3,1990
48245,3,2010
48249,5,2000
48249,5,1990
48249,5,2010
48251,2,2000
48251,2,1990
48251,2,2010
48253,4,2000
48253,4,1990
48253,4,2010
48255,6,2000
48255,6,1990
48255,6,2010
48213,2,2000
48213,2,1990
48257,2,2010
48259,2,2000
48259,2,1990
48259,2,2010
48261,5,2000
48261,5,1990
48261,5,2010
48265,5,2000
48265,5,1990
48265,5,2010
48267,6,2000
48435,6,2000
48267,6,1990
48435,6,1990
48267,6,2010
48271,6,2000
48271,6,1990
48271,6,2010
48047,5,2000
48047,5,1990
48273,5,2010
48275,6,2000
48269,6,2000
48269,6,1990
48275,6,1990
48275,6,2010
48277,5,2000
48147,5,2000
48147,5,1990
48277,5,1990
48277,5,2010
48279,6,2000
48279,6,1990
48279,6,2010
48281,3,2000
48281,3,1990
48281,3,2010
48285,6,2000
48285,6,1990
48285,6,2010
48291,2,2000
48199,2,2000
48199,2,1990
48291,2,1990
48291,2,2010
48293,6,2000
48145,6,2000
48145,6,1990
48293,6,1990
48293,6,2010
48295,6,2000
48295,6,1990
48295,6,2010
48319,6,2000
48319,6,1990
48299,6,2010
48301,6,2000
48301,6,1990
48301,6,2010
48303,3,2000
48303,3,1990
48303,3,2010
48309,3,2000
48309,3,1990
48309,3,2010
48311,6,2000
48311,6,1990
48311,6,2010
48313,6,2000
48313,6,1990
48313,6,2010
48315,6,2000
48315,6,1990
48315,6,2010
48317,4,2000
48317,4,1990
48317,4,2010
48321,5,2000
48321,5,1990
48321,5,2010
48323,5,2000
48323,5,1990
48323,5,2010
48325,2,2000
48013,2,2000
48013,2,1990
48325,2,1990
48325,2,2010
48327,6,2000
48327,6,1990
48327,6,2010
48329,4,2000
48329,4,1990
48329,4,2010
48331,6,2000
48331,6,1990
48331,6,2010
48333,6,2000
48333,6,1990
48333,6,2010
48335,6,2000
48335,6,1990
48335,6,2010
48341,5,2000
48341,5,1990
48341,5,2010
48347,5,2000
48347,5,1990
48347,5,2010
48349,5,2000
48349,5,1990
48349,5,2010
48351,3,2000
48351,3,1990
48351,3,2010
48081,5,2000
48081,5,1990
48353,5,2010
48355,3,2000
48273,3,2000
48273,3,1990
48355,3,1990
48355,3,2010
48357,6,2000
48357,6,1990
48357,6,2010
48359,3,2000
48359,3,1990
48359,3,2010
48361,3,2000
48361,3,1990
48361,3,2010
48365,6,2000
48365,6,1990
48365,6,2010
48369,6,2000
48369,6,1990
48369,6,2010
48371,6,2000
48043,6,2000
48043,6,1990
48371,6,1990
48371,6,2010
48373,6,2000
48373,6,1990
48373,6,2010
48375,3,2000
48375,3,1990
48375,3,2010
48377,6,2000
48377,6,1990
48377,6,2010
48379,6,2000
48379,6,1990
48379,6,2010
48381,3,2000
48437,3,2000
48381,3,1990
48437,3,1990
48381,3,2010
48383,6,2000
48173,6,2000
48173,6,1990
48383,6,1990
48383,6,2010
48385,6,2000
48385,6,1990
48385,6,2010
48387,6,2000
48387,6,1990
48387,6,2010
48389,5,2000
48389,5,1990
48389,5,2010
48393,6,2000
48393,6,1990
48393,6,2010
48395,4,2000
48395,4,1990
48395,4,2010
48397,2,2000
48397,2,1990
48397,2,2010
48403,6,2000
48403,6,1990
48403,6,2010
48405,6,2000
48405,6,1990
48405,6,2010
48407,6,2000
48407,6,1990
48407,6,2010
48409,3,2000
48409,3,1990
48409,3,2010
48411,6,2000
48411,6,1990
48411,6,2010
48413,6,2000
48413,6,1990
48413,6,2010
48415,5,2000
48033,5,2000
48033,5,1990
48415,5,1990
48415,5,2010
48417,6,2000
48417,6,1990
48417,6,2010
48419,6,2000
48419,6,1990
48419,6,2010
48421,6,2000
48421,6,1990
48421,6,2010
48423,4,2000
48073,4,2000
48401,4,2000
48073,4,1990
48401,4,1990
48423,4,1990
48423,4,2010
48427,5,2000
48427,5,1990
48427,5,2010
48429,6,2000
48429,6,1990
48429,6,2010
48433,6,2000
48433,6,1990
48433,6,2010
48105,6,2000
48105,6,1990
48435,6,2010
48045,6,2000
48011,6,2000
48011,6,1990
48045,6,1990
48437,6,2010
48497,1,2000
48367,1,2000
48367,1,1990
48497,1,1990
48439,1,2010
48441,4,2000
48399,4,2000
48353,4,2000
48353,4,1990
48399,4,1990
48441,4,1990
48441,4,2010
48443,6,2000
48443,6,1990
48443,6,2010
48445,6,2000
48445,6,1990
48445,6,2010
48447,6,2000
48447,6,1990
48447,6,2010
48449,5,2000
48449,5,1990
48449,5,2010
48451,4,2000
48431,4,2000
48431,4,1990
48451,4,1990
48451,4,2010
48453,1,2000
48053,1,2000
48491,1,2000
48053,1,1990
48453,1,1990
48491,1,1990
48453,1,2010
48455,5,2000
48455,5,1990
48455,5,2010
48457,6,2000
48457,6,1990
48457,6,2010
48459,4,2000
48459,4,1990
48459,4,2010
48461,6,2000
48461,6,1990
48461,6,2010
48463,5,2000
48463,5,1990
48463,5,2010
48465,5,2000
48465,5,1990
48465,5,2010
48467,6,2000
48467,6,1990
48467,6,2010
48469,4,2000
48469,4,1990
48469,4,2010
48471,5,2000
48471,5,1990
48471,5,2010
48475,6,2000
48475,6,1990
48475,6,2010
48477,5,2000
48477,5,1990
48477,5,2010
48479,3,2000
48283,3,2000
48131,3,2000
48247,3,2000
48131,3,1990
48247,3,1990
48283,3,1990
48479,3,1990
48479,3,2010
48089,5,2000
48481,5,2000
48089,5,1990
48481,5,1990
48481,5,2010
48483,6,2000
48483,6,1990
48483,6,2010
48485,4,2000
48485,4,1990
48485,4,2010
48487,5,2000
48487,5,1990
48487,5,2010
48287,2,2000
48287,2,1990
48491,2,2010
48493,2,2000
48493,2,1990
48493,2,2010
48495,6,2000
48495,6,1990
48495,6,2010
48337,2,2000
48337,2,1990
48497,2,2010
48499,6,2000
48499,6,1990
48499,6,2010
48501,6,2000
48501,6,1990
48501,6,2010
48503,6,2000
48503,6,1990
48503,6,2010
48505,5,2000
48505,5,1990
48505,5,2010
48507,6,2000
48507,6,1990
48507,6,2010
49001,6,2000
49001,6,1990
49001,6,2010
49003,3,2000
49003,3,1990
49003,3,2010
49007,5,2000
49007,5,1990
49007,5,2010
49011,3,2000
49057,3,2000
49011,3,1990
49057,3,1990
49011,3,2010
49013,6,2000
49013,6,1990
49013,6,2010
49015,6,2000
49019,6,2000
49015,6,1990
49019,6,1990
49015,6,2010
49017,6,2000
49031,6,2000
49017,6,1990
49031,6,1990
49017,6,2010
49021,5,2000
49025,5,2000
49021,5,1990
49025,5,1990
49021,5,2010
49023,6,2000
49027,6,2000
49023,6,1990
49027,6,1990
49027,6,2010
49033,3,2000
49033,3,1990
49029,3,2010
49035,1,2000
49049,1,2000
49035,1,1990
49049,1,1990
49035,1,2010
49037,6,2000
49037,6,1990
49037,6,2010
49039,6,2000
49039,6,1990
49039,6,2010
49041,6,2000
49041,6,1990
49041,6,2010
49043,5,2000
49043,5,1990
49043,5,2010
49045,2,2000
49045,2,1990
49045,2,2010
49047,5,2000
49009,5,2000
49009,5,1990
49047,5,1990
49047,5,2010
49051,3,2000
49051,3,1990
49049,3,2010
49053,4,2000
49053,4,1990
49053,4,2010
49055,6,2000
49055,6,1990
49055,6,2010
49005,3,2000
49029,3,2000
49005,3,1990
49029,3,1990
49057,3,2010
50005,6,2000
50019,6,2000
50009,6,2000
50015,6,2000
50005,6,1990
50009,6,1990
50015,6,1990
50019,6,1990
50005,6,2010
50007,4,2000
50023,4,2000
50007,4,1990
50023,4,1990
50007,4,2010
50011,4,2000
50011,4,1990
50011,4,2010
50013,4,2000
50013,4,1990
50013,4,2010
50021,5,2000
50001,5,2000
50003,5,2000
50001,5,1990
50003,5,1990
50021,5,1990
50021,5,2010
50017,5,2000
50017,5,1990
50023,5,2010
50025,6,2000
50025,6,1990
50025,6,2010
50027,5,2000
50027,5,1990
50027,5,2010
51001,6,2000
51001,6,1990
51001,6,2010
51003,4,2000
51540,4,2000
51003,4,1990
51540,4,1990
51003,4,2010
51560,6,2000
51005,6,2000
51005,6,1990
51560,6,1990
51005,6,2010
51007,2,2000
51007,2,1990
51007,2,2010
51610,1,1990
51013,1,2010
51017,4,2000
51820,4,2000
51790,4,2000
51125,4,2000
51017,4,1990
51125,4,1990
51790,4,1990
51820,4,1990
51015,4,2010
51019,3,2000
51031,3,2000
51019,3,1990
51019,3,2010
51021,6,2000
51021,6,1990
51021,6,2010
51025,6,2000
51025,6,1990
51025,6,2010
51051,6,2000
51051,6,1990
51027,6,2010
51029,4,2000
51029,4,1990
51029,4,2010
51011,3,2000
51011,3,1990
51031,3,2010
51035,6,2000
51035,6,1990
51035,6,2010
51036,2,2000
51036,2,1990
51036,2,2010
51041,2,2000
51087,2,2000
51760,2,2000
51145,2,2000
51041,2,1990
51087,2,1990
51145,2,1990
51760,2,1990
51041,2,2010
51045,3,2000
51045,3,1990
51045,3,2010
51047,2,2000
51047,2,1990
51047,2,2010
51053,2,2000
51053,2,1990
51053,2,2010
51057,6,2000
51057,6,1990
51057,6,2010
51059,2,2000
51013,2,2000
51107,2,2000
51013,2,1990
51059,2,1990
51107,2,1990
51510,2,1990
51600,2,1990
51059,2,2010
51065,4,2000
51065,4,1990
51065,4,2010
51063,3,2000
51089,3,2000
51063,3,1990
51089,3,1990
51067,3,2010
51069,4,2000
51187,4,2000
51069,4,1990
51187,4,1990
51069,4,2010
51071,4,2000
51071,4,1990
51071,4,2010
51073,2,2000
51073,2,1990
51073,2,2010
51077,6,2000
51640,6,2000
51077,6,1990
51640,6,1990
51077,6,2010
51081,6,2000
51081,6,1990
51081,6,2010
51083,6,2000
51083,6,1990
51780,6,1990
51083,6,2010
51085,2,2000
51075,2,2000
51075,2,1990
51085,2,1990
51085,2,2010
51091,6,2000
51091,6,1990
51091,6,2010
51093,2,2000
51093,2,1990
51093,2,2010
51095,2,2000
51830,2,1990
51095,2,2010
51097,6,2000
51097,6,1990
51097,6,2010
51099,6,2000
51099,6,1990
51099,6,2010
51101,2,2000
51101,2,1990
51101,2,2010
51103,6,2000
51103,6,1990
51103,6,2010
51105,6,2000
51105,6,1990
51105,6,2010
51043,2,2000
51043,2,1990
51107,2,2010
51109,6,2000
51109,6,1990
51109,6,2010
51111,6,2000
51111,6,1990
51111,6,2010
51113,6,2000
51113,6,1990
51113,6,2010
51115,2,2000
51115,2,1990
51115,2,2010
51117,6,2000
51117,6,1990
51117,6,2010
51119,6,2000
51119,6,1990
51119,6,2010
51121,4,2000
51750,4,2000
51121,4,1990
51750,4,1990
51121,4,2010
51127,2,2000
51127,2,1990
51127,2,2010
51131,6,2000
51131,6,1990
51131,6,2010
51159,6,2000
51133,6,2000
51133,6,1990
51159,6,1990
51133,6,2010
51135,6,2000
51135,6,1990
51135,6,2010
51137,6,2000
51079,6,2000
51079,6,1990
51137,6,1990
51137,6,2010
51139,6,2000
51139,6,1990
51139,6,2010
51141,6,2000
51141,6,1990
51141,6,2010
51143,5,2000
51067,5,2000
51590,5,2000
51067,5,1990
51143,5,1990
51590,5,1990
51143,5,2010
51049,2,2000
51049,2,1990
51145,2,2010
51147,6,2000
51037,6,2000
51037,6,1990
51147,6,1990
51147,6,2010
51149,2,2000
51149,2,1990
51149,2,2010
51153,2,2000
51179,2,2000
51685,2,2000
51683,2,2000
51061,2,2000
51061,2,1990
51153,2,1990
51179,2,1990
51683,2,1990
51685,2,1990
51153,2,2010
51155,4,2000
51155,4,1990
51155,4,2010
51023,3,2000
51023,3,1990
51161,3,2010
51163,6,2000
51530,6,2000
51163,6,1990
51530,6,1990
51163,6,2010
51165,4,2000
51660,4,2000
51015,4,2000
51015,4,1990
51165,4,1990
51660,4,1990
51165,4,2010
51167,6,2000
51167,6,1990
51167,6,2010
51169,3,2000
51169,3,1990
51169,3,2010
51171,6,2000
51171,6,1990
51171,6,2010
51175,6,2000
51175,6,1990
51175,6,2010
51177,2,2000
51630,2,2000
51033,2,2000
51033,2,1990
51177,2,1990
51630,2,1990
51177,2,2010
51181,6,2000
51181,6,1990
51181,6,2010
51183,2,2000
51183,2,1990
51183,2,2010
51185,5,2000
51027,5,2000
51027,5,1990
51185,5,1990
51185,5,2010
51157,2,2000
51157,2,1990
51187,2,2010
51191,3,2000
51173,3,2000
51173,3,1990
51191,3,1990
51191,3,2010
51193,6,2000
51193,6,1990
51193,6,2010
51195,5,2000
51720,5,2000
51195,5,1990
51720,5,1990
51195,5,2010
51197,6,2000
51197,6,1990
51197,6,2010
51830,2,2000
51199,2,2010
51510,1,2000
51510,1,2010
51515,3,2000
51515,3,1990
51515,3,2010
51520,3,2000
51520,3,1990
51520,3,2010
51550,2,2000
51550,2,1990
51550,2,2010
51570,2,2000
51570,2,1990
51570,2,2010
51580,6,2000
51580,6,1990
51580,6,2010
51595,6,2000
51595,6,1990
51595,6,2010
51600,2,2000
51600,2,2010
51610,2,2000
51610,2,2010
51620,6,2000
51620,6,1990
51620,6,2010
51650,2,2000
51650,2,2010
51670,2,2000
51670,2,1990
51670,2,2010
51678,6,2000
51678,6,1990
51678,6,2010
51680,3,2000
51009,3,2000
51009,3,1990
51031,3,1990
51680,3,1990
51680,3,2010
51690,5,2000
51690,5,1990
51690,5,2010
51700,2,2000
51199,2,2000
51095,2,1990
51199,2,1990
51650,2,1990
51700,2,1990
51700,2,2010
51710,1,2000
51710,1,1990
51710,1,2010
51730,2,2000
51730,2,1990
51730,2,2010
51735,2,2000
51735,2,1990
51735,2,2010
51740,2,2000
51740,2,1990
51740,2,2010
51770,3,2000
51161,3,2000
51161,3,1990
51770,3,1990
51770,3,2010
51775,3,2000
51775,3,1990
51775,3,2010
51800,2,2000
51800,2,1990
51800,2,2010
51810,1,2000
51810,1,1990
51810,1,2010
51840,4,2000
51840,4,1990
51840,4,2010
53001,5,2000
53001,5,1990
53001,5,2010
53003,4,2000
53003,4,1990
53003,4,2010
53039,3,2000
53039,3,1990
53005,3,2010
53007,4,2000
53007,4,1990
53007,4,2010
53009,5,2000
53031,5,2000
53009,5,1990
53031,5,1990
53009,5,2010
53011,2,2000
53059,2,2000
53011,2,1990
53059,2,1990
53011,2,2010
53013,4,2000
53023,4,2000
53013,4,1990
53023,4,1990
53013,4,2010
53015,4,2000
53015,4,1990
53015,4,2010
53019,6,2000
53019,6,1990
53019,6,2010
53021,3,2000
53021,3,1990
53021,3,2010
53017,5,2000
53025,5,2000
53017,5,1990
53025,5,1990
53025,5,2010
53027,5,2000
53027,5,1990
53027,5,2010
53033,1,2000
53053,1,2000
53061,1,2000
53037,1,2000
53033,1,1990
53037,1,1990
53053,1,1990
53061,1,1990
53033,1,2010
53049,5,2000
53049,5,1990
53041,5,2010
53043,6,2000
53043,6,1990
53043,6,2010
53045,5,2000
53045,5,1990
53045,5,2010
53047,6,2000
53047,6,1990
53047,6,2010
53051,3,2000
53051,3,1990
53051,3,2010
53035,2,2000
53035,2,1990
53053,2,2010
53055,6,2000
53055,6,1990
53055,6,2010
53057,4,2000
53057,4,1990
53057,4,2010
53029,2,2000
53029,2,1990
53061,2,2010
53063,3,2000
53063,3,1990
53063,3,2010
53065,3,2000
53065,3,1990
53065,3,2010
53067,3,2000
53041,3,2000
53041,3,1990
53067,3,1990
53067,3,2010
53069,6,2000
53069,6,1990
53069,6,2010
53071,4,2000
53071,4,1990
53071,4,2010
53073,4,2000
53073,4,1990
53073,4,2010
53075,5,2000
53075,5,1990
53075,5,2010
53077,4,2000
53005,4,2000
53005,4,1990
53077,4,1990
53077,4,2010
54001,6,2000
54001,6,1990
54001,6,2010
54003,3,2000
54003,3,1990
54003,3,2010
54007,6,2000
54007,6,1990
54007,6,2010
54009,4,2000
54009,4,1990
54009,4,2010
54011,3,2000
54053,3,2000
54011,3,1990
54053,3,1990
54011,3,2010
54015,4,2000
54015,4,1990
54015,4,2010
54017,5,2000
54017,5,1990
54017,5,2010
54021,6,2000
54021,6,1990
54021,6,2010
54023,6,2000
54023,6,1990
54023,6,2010
54025,6,2000
54025,6,1990
54025,6,2010
54027,4,2000
54065,4,2000
54027,4,1990
54065,4,1990
54027,4,2010
54029,4,2000
54029,4,1990
54029,4,2010
54031,6,2000
54031,6,1990
54031,6,2010
54033,5,2000
54091,5,2000
54033,5,1990
54091,5,1990
54033,5,2010
54037,2,2000
54037,2,1990
54037,2,2010
54039,4,2000
54035,4,2000
54087,4,2000
54005,4,2000
54005,4,1990
54035,4,1990
54039,4,1990
54087,4,1990
54039,4,2010
54045,5,2000
54045,5,1990
54045,5,2010
54047,6,2000
54047,6,1990
54047,6,2010
54051,4,2000
54051,4,1990
54051,4,2010
54055,5,2000
54055,5,1990
54055,5,2010
54057,4,2000
54057,4,1990
54057,4,2010
54061,4,2000
54049,4,2000
54049,4,1990
54061,4,1990
54061,4,2010
54063,6,2000
54063,6,1990
54063,6,2010
54067,6,2000
54067,6,1990
54067,6,2010
54069,4,2000
54069,4,1990
54069,4,2010
54075,6,2000
54075,6,1990
54075,6,2010
54077,4,2000
54093,4,2000
54077,4,1990
54093,4,1990
54077,4,2010
54079,3,2000
54079,3,1990
54079,3,2010
54081,4,2000
54109,4,2000
54019,4,2000
54019,4,1990
54081,4,1990
54109,4,1990
54081,4,2010
54083,5,2000
54071,5,2000
54071,5,1990
54083,5,1990
54083,5,2010
54085,6,2000
54073,6,2000
54073,6,1990
54085,6,1990
54085,6,2010
54013,6,2000
54013,6,1990
54087,6,2010
54089,6,2000
54089,6,1990
54089,6,2010
54095,6,2000
54095,6,1990
54095,6,2010
54097,6,2000
54041,6,2000
54041,6,1990
54097,6,1990
54097,6,2010
54099,3,2000
54043,3,2000
54059,3,2000
54043,3,1990
54059,3,1990
54099,3,1990
54099,3,2010
54101,6,2000
54101,6,1990
54101,6,2010
54103,6,2000
54103,6,1990
54103,6,2010
54107,4,2000
54105,4,2000
54105,4,1990
54107,4,1990
54107,4,2010
55001,6,2000
55077,6,2000
55001,6,1990
55077,6,1990
55001,6,2010
55003,6,2000
55003,6,1990
55003,6,2010
55005,6,2000
55005,6,1990
55005,6,2010
55009,3,2000
55061,3,2000
55115,3,2000
55009,3,1990
55061,3,1990
55115,3,1990
55009,3,2010
55011,6,2000
55011,6,1990
55011,6,2010
55013,6,2000
55013,6,1990
55013,6,2010
55015,4,2000
55015,4,1990
55015,4,2010
55019,6,2000
55019,6,1990
55019,6,2010
55021,3,2000
55021,3,1990
55021,3,2010
55023,6,2000
55023,6,1990
55023,6,2010
55025,3,2000
55025,3,1990
55025,3,2010
55027,5,2000
55055,5,2000
55027,5,1990
55055,5,1990
55027,5,2010
55029,6,2000
55029,6,1990
55029,6,2010
55031,3,2000
55031,3,1990
55031,3,2010
55035,4,2000
55017,4,2000
55017,4,1990
55035,4,1990
55035,4,2010
55037,5,2000
55037,5,1990
55037,5,2010
55039,4,2000
55039,4,1990
55039,4,2010
55041,6,2000
55041,6,1990
55041,6,2010
55043,5,2000
55043,5,1990
55043,5,2010
55045,3,2000
55045,3,1990
55045,3,2010
55047,6,2000
55047,6,1990
55047,6,2010
55049,3,2000
55049,3,1990
55049,3,2010
55051,6,2000
55051,6,1990
55051,6,2010
55057,6,2000
55057,6,1990
55057,6,2010
55059,2,2000
55059,2,1990
55059,2,2010
55063,4,2000
55121,4,2000
55063,4,1990
55121,4,1990
55063,4,2010
55065,6,2000
55065,6,1990
55065,6,2010
55067,6,2000
55067,6,1990
55067,6,2010
55069,5,2000
55069,5,1990
55069,5,2010
55071,5,2000
55071,5,1990
55071,5,2010
55073,4,2000
55073,4,1990
55073,4,2010
55075,5,2000
55075,5,1990
55075,5,2010
55079,1,2000
55133,1,2000
55079,1,1990
55133,1,1990
55079,1,2010
55081,6,2000
55081,6,1990
55081,6,2010
55083,3,2000
55083,3,1990
55083,3,2010
55085,6,2000
55125,6,2000
55085,6,1990
55125,6,1990
55085,6,2010
55087,4,2000
55087,4,1990
55087,4,2010
55089,2,2000
55089,2,1990
55089,2,2010
55091,6,2000
55091,6,1990
55091,6,2010
55093,2,2000
55093,2,1990
55093,2,2010
55097,5,2000
55097,5,1990
55097,5,2010
55101,4,2000
55101,4,1990
55101,4,2010
55103,6,2000
55103,6,1990
55103,6,2010
55105,4,2000
55105,4,1990
55105,4,2010
55107,6,2000
55107,6,1990
55107,6,2010
55109,2,2000
55095,2,2000
55033,2,2000
55033,2,1990
55095,2,1990
55109,2,1990
55109,2,2010
55111,5,2000
55111,5,1990
55111,5,2010
55113,6,2000
55007,6,2000
55007,6,1990
55113,6,1990
55113,6,2010
55078,5,2000
55078,5,1990
55115,5,2010
55117,4,2000
55117,4,1990
55117,4,2010
55119,6,2000
55099,6,2000
55099,6,1990
55119,6,1990
55119,6,2010
55123,6,2000
55123,6,1990
55123,6,2010
55127,5,2000
55127,5,1990
55127,5,2010
55129,6,2000
55129,6,1990
55129,6,2010
55131,2,2000
55131,2,1990
55133,2,2010
55135,6,2000
55135,6,1990
55135,6,2010
55137,6,2000
55137,6,1990
55137,6,2010
55139,4,2000
55139,4,1990
55139,4,2010
55141,5,2000
55053,5,2000
55053,5,1990
55141,5,1990
55141,5,2010
56001,5,2000
56007,5,2000
56001,5,1990
56007,5,1990
56001,5,2010
56003,6,2000
56003,6,1990
56003,6,2010
56005,5,2000
56011,5,2000
56005,5,1990
56011,5,1990
56005,5,2010
56009,6,2000
56031,6,2000
56009,6,1990
56031,6,1990
56009,6,2010
56039,5,2000
56039,5,1990
56013,5,2010
56015,6,2000
56015,6,1990
56015,6,2010
56017,6,2000
56017,6,1990
56017,6,2010
56021,4,2000
56021,4,1990
56021,4,2010
56023,6,2000
56023,6,1990
56023,6,2010
56025,4,2000
56013,4,2000
56013,4,1990
56025,4,1990
56025,4,2010
56027,6,2000
56027,6,1990
56027,6,2010
56029,6,2000
56029,6,1990
56029,6,2010
56033,5,2000
56019,5,2000
56019,5,1990
56033,5,1990
56033,5,2010
56035,6,2000
56035,6,1990
56035,6,2010
56037,5,2000
56037,5,1990
56037,5,2010
56041,5,2000
56041,5,1990
56041,5,2010
56043,6,2000
56043,6,1990
56043,6,2010
56045,6,2000
56045,6,1990
56045,6,2010
